filename,filepath,duration_seconds,sample_rate,channels,category,sample_width_bytes,total_frames,file_size_mb
w9o9M6XtCYA_out.wav,Screaming/w9o9M6XtCYA_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
AYpXZRPFFp0_out.wav,Screaming/AYpXZRPFFp0_out.wav,9.883990929705215,44100,2,Screaming,2,435884,1.6628398895263672
5_dZTmDLxSQ_out.wav,Screaming/5_dZTmDLxSQ_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
B7hmPDj_oU8_out.wav,Screaming/B7hmPDj_oU8_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
ihDy9IwP3Mo_out.wav,Screaming/ihDy9IwP3Mo_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
0soaJKVZ8cM_out.wav,Screaming/0soaJKVZ8cM_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
BeRaTCL7fvw_out.wav,Screaming/BeRaTCL7fvw_out.wav,8.17342403628118,44100,1,Screaming,2,360448,0.6875743865966797
0Nw1OyTsaAo_out.wav,Screaming/0Nw1OyTsaAo_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
9cMOLxEN1qM_out.wav,Screaming/9cMOLxEN1qM_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
hbULNdHS7_8_out.wav,Screaming/hbULNdHS7_8_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
qhOroBS6WNQ_out.wav,Screaming/qhOroBS6WNQ_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
GJVUQpWsNaY_out.wav,Screaming/GJVUQpWsNaY_out.wav,9.694353741496599,44100,2,Screaming,2,427521,1.6309375762939453
Hs0Bk6UuhKk_out.wav,Screaming/Hs0Bk6UuhKk_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
oe4zYEd1qJA_out.wav,Screaming/oe4zYEd1qJA_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
CIDLvXz84L0_out.wav,Screaming/CIDLvXz84L0_out.wav,7.058888888888889,44100,2,Screaming,2,311297,1.1875782012939453
8Pw7Uw2ttcc_out.wav,Screaming/8Pw7Uw2ttcc_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
WK3LBMTcYxA_out.wav,Screaming/WK3LBMTcYxA_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
4xf8wsy94EU_out.wav,Screaming/4xf8wsy94EU_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
XYo7s6oTWj8_out.wav,Screaming/XYo7s6oTWj8_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
lEPrdKorxNs_out.wav,Screaming/lEPrdKorxNs_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
LmFYo8STHdE_out.wav,Screaming/LmFYo8STHdE_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
7mcrZwM1t_Q_out.wav,Screaming/7mcrZwM1t_Q_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
sqxz6PhK-qI_out.wav,Screaming/sqxz6PhK-qI_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
3UGVBYBbzz8_out.wav,Screaming/3UGVBYBbzz8_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
W1q1TEJ36Zg_out.wav,Screaming/W1q1TEJ36Zg_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
psbdcxoEWAw_out.wav,Screaming/psbdcxoEWAw_out.wav,6.153310657596372,44100,2,Screaming,2,271361,1.0352344512939453
rIilKK3MAzs_out.wav,Screaming/rIilKK3MAzs_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
SyEVBFw_9oE_out.wav,Screaming/SyEVBFw_9oE_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
CZ5Cx2EStQc_out.wav,Screaming/CZ5Cx2EStQc_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
Mgh78_iXT9g_out.wav,Screaming/Mgh78_iXT9g_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
ZlOXIgq3_sc_out.wav,Screaming/ZlOXIgq3_sc_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
Vu1ljyGn_xs_out.wav,Screaming/Vu1ljyGn_xs_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
Lci309gvTfw_out.wav,Screaming/Lci309gvTfw_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
D7a5QMGqQUY_out.wav,Screaming/D7a5QMGqQUY_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
7Gtx7ooeows_out.wav,Screaming/7Gtx7ooeows_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
yRtQVxM3svk_out.wav,Screaming/yRtQVxM3svk_out.wav,7.732267573696145,44100,2,Screaming,2,340993,1.3008594512939453
CdpeaQjDJvY_out.wav,Screaming/CdpeaQjDJvY_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
E-V7blxcItc_out.wav,Screaming/E-V7blxcItc_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
5yTNLH67SP4_out.wav,Screaming/5yTNLH67SP4_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
2LFkHY__MKQ_out.wav,Screaming/2LFkHY__MKQ_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
Y4KAkfJBznM_out.wav,Screaming/Y4KAkfJBznM_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
g5WKdrCYQF4_out.wav,Screaming/g5WKdrCYQF4_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
Ck17fc7X_sk_out.wav,Screaming/Ck17fc7X_sk_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
2pcn-rAaD3E_out.wav,Screaming/2pcn-rAaD3E_out.wav,9.6518820861678,44100,2,Screaming,2,425648,1.6237926483154297
NuUKMl--ODY_out.wav,Screaming/NuUKMl--ODY_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
XotekkYPv6A_out.wav,Screaming/XotekkYPv6A_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
8ishaG9pyMA_out.wav,Screaming/8ishaG9pyMA_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
60I8VwOkzcg_out.wav,Screaming/60I8VwOkzcg_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
7kL7i5VdAT4_out.wav,Screaming/7kL7i5VdAT4_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
GD4H4KcRnBI_out.wav,Screaming/GD4H4KcRnBI_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
dQ5jdwNDkfQ_out.wav,Screaming/dQ5jdwNDkfQ_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
YJyd_EAqPqU_out.wav,Screaming/YJyd_EAqPqU_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
aQIDbY1pxEY_out.wav,Screaming/aQIDbY1pxEY_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
NNlDoABVSQQ_out.wav,Screaming/NNlDoABVSQQ_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
K_RPo0CkDI4_out.wav,Screaming/K_RPo0CkDI4_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
d6dh7S6-IRU_out.wav,Screaming/d6dh7S6-IRU_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
1mhnWWj5bzs_out.wav,Screaming/1mhnWWj5bzs_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
9AjwZM05WyI_out.wav,Screaming/9AjwZM05WyI_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
_bwi6VRGtKo_out.wav,Screaming/_bwi6VRGtKo_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
LQ6ZHRiQPoI_out.wav,Screaming/LQ6ZHRiQPoI_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
kMwzU_gcPz4_out.wav,Screaming/kMwzU_gcPz4_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
7ghFQZ6tFS0_out.wav,Screaming/7ghFQZ6tFS0_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
Mn3qROqDwgI_out.wav,Screaming/Mn3qROqDwgI_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
88SopTWiKLg_out.wav,Screaming/88SopTWiKLg_out.wav,2.0433786848072564,44100,2,Screaming,2,90113,0.3438282012939453
eG6zQFTc8SA_out.wav,Screaming/eG6zQFTc8SA_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
s7KwAXoVpOk_out.wav,Screaming/s7KwAXoVpOk_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
OaeiEHPc1RE_out.wav,Screaming/OaeiEHPc1RE_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
Qdc34pib8rI_out.wav,Screaming/Qdc34pib8rI_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
bC2ft36Boow_out.wav,Screaming/bC2ft36Boow_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
jc8SPqDauFA_out.wav,Screaming/jc8SPqDauFA_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
1rxsXvj5hQc_out.wav,Screaming/1rxsXvj5hQc_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
A6AQAnd6YqY_out.wav,Screaming/A6AQAnd6YqY_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
1msyXyqRvpY_out.wav,Screaming/1msyXyqRvpY_out.wav,9.984580498866213,44100,2,Screaming,2,440320,1.6797618865966797
jT4UDi6G2sM_out.wav,Screaming/jT4UDi6G2sM_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
iYbBoE3xCEE_out.wav,Screaming/iYbBoE3xCEE_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
jEY8EKuqbSM_out.wav,Screaming/jEY8EKuqbSM_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
2F-1urjNwpo_out.wav,Screaming/2F-1urjNwpo_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
v9wvbr4y_y4_out.wav,Screaming/v9wvbr4y_y4_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
r1Z5_gSxMpA_out.wav,Screaming/r1Z5_gSxMpA_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
aGrrX4pFIMY_out.wav,Screaming/aGrrX4pFIMY_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
DO9kMW3f7Po_out.wav,Screaming/DO9kMW3f7Po_out.wav,9.72453514739229,44100,2,Screaming,2,428852,1.6360149383544922
Yo9Yo6u6uZw_out.wav,Screaming/Yo9Yo6u6uZw_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
XcfGBL2XkmE_out.wav,Screaming/XcfGBL2XkmE_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
3edzSTr2iXs_out.wav,Screaming/3edzSTr2iXs_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
C1R7CYlMOIw_out.wav,Screaming/C1R7CYlMOIw_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
GqTExeZqXzw_out.wav,Screaming/GqTExeZqXzw_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
ct-2hxVLQ6A_out.wav,Screaming/ct-2hxVLQ6A_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
wfVlCMVVdeQ_out.wav,Screaming/wfVlCMVVdeQ_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
iwG_ko81d30_out.wav,Screaming/iwG_ko81d30_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
b6LdFZM8PXI_out.wav,Screaming/b6LdFZM8PXI_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
VICRPkhC4BY_out.wav,Screaming/VICRPkhC4BY_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
eAIAfmg-bCA_out.wav,Screaming/eAIAfmg-bCA_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
xUv6Tb6KiLo_out.wav,Screaming/xUv6Tb6KiLo_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
9sbiN76Znck_out.wav,Screaming/9sbiN76Znck_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
9vVrBybwoOw_out.wav,Screaming/9vVrBybwoOw_out.wav,9.087006802721088,44100,2,Screaming,2,400737,1.5287647247314453
oezAMNywotU_out.wav,Screaming/oezAMNywotU_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
wjpmyeC_RD0_out.wav,Screaming/wjpmyeC_RD0_out.wav,7.337528344671202,44100,2,Screaming,2,323585,1.2344532012939453
jTeuFn_CFHc_out.wav,Screaming/jTeuFn_CFHc_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
CC4G1xMDcz4_out.wav,Screaming/CC4G1xMDcz4_out.wav,4.0,44100,2,Screaming,2,176400,0.6729869842529297
-2yygHLdpXc_out.wav,Screaming/-2yygHLdpXc_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
vjWLQ6GUftA_out.wav,Screaming/vjWLQ6GUftA_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
BWyGs_EeEXs_out.wav,Screaming/BWyGs_EeEXs_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
YCvOvWQjUuw_out.wav,Screaming/YCvOvWQjUuw_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
7ZxN4Labbsg_out.wav,Screaming/7ZxN4Labbsg_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
4oNM9Ze60DI_out.wav,Screaming/4oNM9Ze60DI_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
G_-3oPXHjLI_out.wav,Screaming/G_-3oPXHjLI_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
xxHffmisVZc_out.wav,Screaming/xxHffmisVZc_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
iTc24qbBqT4_out.wav,Screaming/iTc24qbBqT4_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
0A-jRMtiSGI_out.wav,Screaming/0A-jRMtiSGI_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
mymn1bgyZwY_out.wav,Screaming/mymn1bgyZwY_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
6Ln0va9Y9ww_out.wav,Screaming/6Ln0va9Y9ww_out.wav,6.640907029478458,44100,2,Screaming,2,292864,1.1172618865966797
SM40JQTsQR8_out.wav,Screaming/SM40JQTsQR8_out.wav,7.012448979591837,44100,2,Screaming,2,309249,1.1797657012939453
---1_cCGK4M_out.wav,Screaming/---1_cCGK4M_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
wng1ep_j6dw_out.wav,Screaming/wng1ep_j6dw_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
5TWL_hGlwyg_out.wav,Screaming/5TWL_hGlwyg_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
oUG3rC1gf6c_out.wav,Screaming/oUG3rC1gf6c_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
dRWkhKbhsy8_out.wav,Screaming/dRWkhKbhsy8_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
IdenFdkeASo_out.wav,Screaming/IdenFdkeASo_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
jk18DmFdH1c_out.wav,Screaming/jk18DmFdH1c_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
pLfezoYt7DY_out.wav,Screaming/pLfezoYt7DY_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
ovPqn8y3wF0_out.wav,Screaming/ovPqn8y3wF0_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
N0sZUYPmDCs_out.wav,Screaming/N0sZUYPmDCs_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
LEG3W27ToLg_out.wav,Screaming/LEG3W27ToLg_out.wav,8.661065759637188,44100,2,Screaming,2,381953,1.4571094512939453
LFfJ0bc8V1M_out.wav,Screaming/LFfJ0bc8V1M_out.wav,2.3800680272108843,44100,2,Screaming,2,104961,0.4004688262939453
_1JL0dL_h68_out.wav,Screaming/_1JL0dL_h68_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
1YyWDHJ3OCM_out.wav,Screaming/1YyWDHJ3OCM_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
2WwYJFQiV6U_out.wav,Screaming/2WwYJFQiV6U_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
rYI4AOVgjq8_out.wav,Screaming/rYI4AOVgjq8_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
qRAdhj9Lzt8_out.wav,Screaming/qRAdhj9Lzt8_out.wav,9.524104308390022,44100,2,Screaming,2,420013,1.6022968292236328
LmDCHT1SqGE_out.wav,Screaming/LmDCHT1SqGE_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
THe0X8VeNbs_out.wav,Screaming/THe0X8VeNbs_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
5dYlvKV6mrc_out.wav,Screaming/5dYlvKV6mrc_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
gYrZPaSNPw8_out.wav,Screaming/gYrZPaSNPw8_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
2u9tk_L7ZZU_out.wav,Screaming/2u9tk_L7ZZU_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
e5ttSYXvblM_out.wav,Screaming/e5ttSYXvblM_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
0rZzd93pUHs_out.wav,Screaming/0rZzd93pUHs_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
UoS025VyLpU_out.wav,Screaming/UoS025VyLpU_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
vt2mmOxCj4c_out.wav,Screaming/vt2mmOxCj4c_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
pbfnndv19Vg_out.wav,Screaming/pbfnndv19Vg_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
0l1acpkziXE_out.wav,Screaming/0l1acpkziXE_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
BFyA47oNp94_out.wav,Screaming/BFyA47oNp94_out.wav,9.445986394557822,44100,2,Screaming,2,416568,1.5891551971435547
2D5_DFaSTVk_out.wav,Screaming/2D5_DFaSTVk_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
QKEJyucUmTI_out.wav,Screaming/QKEJyucUmTI_out.wav,9.072131519274377,44100,1,Screaming,2,400081,0.7631683349609375
EyV_vA1HI58_out.wav,Screaming/EyV_vA1HI58_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
5SuuqLsuCaQ_out.wav,Screaming/5SuuqLsuCaQ_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
oMRrRTeeWes_out.wav,Screaming/oMRrRTeeWes_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
vgpAqgBIpdM_out.wav,Screaming/vgpAqgBIpdM_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
ft6MH3dUVx0_out.wav,Screaming/ft6MH3dUVx0_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
32_QEpwmYOo_out.wav,Screaming/32_QEpwmYOo_out.wav,9.476916099773243,44100,2,Screaming,2,417932,1.5943584442138672
yXm4Yc_H6eg_out.wav,Screaming/yXm4Yc_H6eg_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
6H3MUryE568_out.wav,Screaming/6H3MUryE568_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
4q0VNKomhjI_out.wav,Screaming/4q0VNKomhjI_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
1koqIX6Qcn4_out.wav,Screaming/1koqIX6Qcn4_out.wav,8.800385487528345,44100,2,Screaming,2,388097,1.4805469512939453
9l9TdwUim2E_out.wav,Screaming/9l9TdwUim2E_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
C7psbpRep4w_out.wav,Screaming/C7psbpRep4w_out.wav,6.315850340136055,44100,2,Screaming,2,278529,1.0625782012939453
NKMb5_sAkxc_out.wav,Screaming/NKMb5_sAkxc_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
1M7bb668bm4_out.wav,Screaming/1M7bb668bm4_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
eW7-uZ18HQA_out.wav,Screaming/eW7-uZ18HQA_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
Bdez-Sk1zQo_out.wav,Screaming/Bdez-Sk1zQo_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
HxlsfoSrHZE_out.wav,Screaming/HxlsfoSrHZE_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
9UhhRu-0iyA_out.wav,Screaming/9UhhRu-0iyA_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
OBzy1bb2Guc_out.wav,Screaming/OBzy1bb2Guc_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
UuQ52wKceE0_out.wav,Screaming/UuQ52wKceE0_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
hBK50qrWc_E_out.wav,Screaming/hBK50qrWc_E_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
ea9KTvuGDnE_out.wav,Screaming/ea9KTvuGDnE_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
OTk4P465UuE_out.wav,Screaming/OTk4P465UuE_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
AJcePrVyzag_out.wav,Screaming/AJcePrVyzag_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
4tsbMQETqQw_out.wav,Screaming/4tsbMQETqQw_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
7hBUH83OJmQ_out.wav,Screaming/7hBUH83OJmQ_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
dj3OG-Dxcx8_out.wav,Screaming/dj3OG-Dxcx8_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
BBJ0y1q00L0_out.wav,Screaming/BBJ0y1q00L0_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
fZLBpi28Nb0_out.wav,Screaming/fZLBpi28Nb0_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
paHuu_ewwNI_out.wav,Screaming/paHuu_ewwNI_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
j_Ppvr-yfzQ_out.wav,Screaming/j_Ppvr-yfzQ_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
f3ZutqBqIxo_out.wav,Screaming/f3ZutqBqIxo_out.wav,6.455170068027211,44100,2,Screaming,2,284673,1.0860157012939453
IAXQeg7IkHI_out.wav,Screaming/IAXQeg7IkHI_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
CjptxmccUBk_out.wav,Screaming/CjptxmccUBk_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
Gr-nLNvR7ro_out.wav,Screaming/Gr-nLNvR7ro_out.wav,9.540861678004536,44100,2,Screaming,2,420752,1.6051158905029297
1CLANjc8jzM_out.wav,Screaming/1CLANjc8jzM_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
tqbxnsUkL6o_out.wav,Screaming/tqbxnsUkL6o_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
zWPtqxwvB1k_out.wav,Screaming/zWPtqxwvB1k_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
h_N3xZ3isAU_out.wav,Screaming/h_N3xZ3isAU_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
DV_gG7uem6Y_out.wav,Screaming/DV_gG7uem6Y_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
xnFW_rf2g4M_out.wav,Screaming/xnFW_rf2g4M_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
zhAUkNhQ7uM_out.wav,Screaming/zhAUkNhQ7uM_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
2IRTIUYmEGw_out.wav,Screaming/2IRTIUYmEGw_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
c0lCWYckP2o_out.wav,Screaming/c0lCWYckP2o_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
DbaGhZj6lAM_out.wav,Screaming/DbaGhZj6lAM_out.wav,9.966825396825397,44100,2,Screaming,2,439537,1.6767749786376953
8Vb69cN3uWQ_out.wav,Screaming/8Vb69cN3uWQ_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
O5mYOyhTLDo_out.wav,Screaming/O5mYOyhTLDo_out.wav,10.0,44100,1,Screaming,2,441000,0.8412151336669922
YQsxFOezia4_out.wav,Screaming/YQsxFOezia4_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
ddo49ckg_B8_out.wav,Screaming/ddo49ckg_B8_out.wav,10.0,44100,2,Screaming,2,441000,1.6823558807373047
